drum_id,tenant,rack,product,part_number,date,days_elapsed,daily_min_cable_length_m,daily_max_cable_length_m,daily_avg_cable_length_m,linear_forecast_m,forecast_error_m,sensor_readings_count,avg_battery_voltage,avg_signal_strength,initial_cable_length_m,order_threshold_m,depletion_rate_m_per_day,r_squared
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-06-27,24,355.45,355.45,355.5,362.0,-6.5,25,3988.00,-70,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-06-28,25,355.45,355.45,355.5,360.5,-5.0,24,3988.00,-70,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-06-29,26,355.45,355.45,355.5,358.9,-3.4,25,3988.00,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-06-30,27,349.44,355.45,351.4,357.4,-6.0,29,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-01,28,349.44,349.44,349.4,355.8,-6.4,24,3988.00,-63,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-02,29,338.69,349.44,342.4,354.3,-11.9,29,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-03,30,338.69,338.69,338.7,352.7,-14.0,47,3988.00,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-04,31,338.69,338.69,338.7,351.2,-12.5,42,3988.00,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-05,32,338.69,338.69,338.7,349.6,-10.9,24,3988.00,-72,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-06,33,338.69,338.69,338.7,348.1,-9.4,24,3988.00,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-07,34,316.32,338.69,328.4,346.5,-18.1,31,3988.00,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-08,35,316.32,316.32,316.3,345.0,-28.7,25,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-09,36,316.32,316.32,316.3,343.4,-27.1,24,3988.00,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-10,37,316.32,316.32,316.3,341.9,-25.6,24,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-11,38,316.32,316.32,316.3,340.3,-24.0,24,3988.00,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-12,39,316.32,316.32,316.3,338.8,-22.5,25,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-13,40,316.32,316.32,316.3,337.2,-20.9,24,3988.00,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-14,41,316.32,316.32,316.3,335.7,-19.4,25,3988.00,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-15,42,316.32,316.32,316.3,334.2,-17.9,24,3988.00,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-16,43,316.32,316.32,316.3,332.6,-16.3,28,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-17,44,316.32,316.32,316.3,331.1,-14.8,26,3988.00,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-18,45,316.32,316.32,316.3,329.5,-13.2,26,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-19,46,316.32,316.32,316.3,328.0,-11.7,25,3988.00,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-20,47,316.32,316.32,316.3,326.4,-10.1,24,3988.00,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-21,48,316.32,316.32,316.3,324.9,-8.6,23,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-22,49,304.02,316.32,309.8,323.3,-13.5,28,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-23,50,304.02,304.02,304.0,321.8,-17.8,25,3988.00,-62,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-24,51,304.02,304.02,304.0,320.2,-16.2,24,3988.00,-62,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-25,52,304.02,304.02,304.0,318.7,-14.7,26,3988.00,-61,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-26,53,304.02,304.02,304.0,317.1,-13.1,27,3988.00,-63,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-27,54,304.02,304.02,304.0,315.6,-11.6,25,3988.00,-61,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-28,55,304.02,304.02,304.0,314.0,-10.0,26,3988.00,-63,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-29,56,304.02,304.02,304.0,312.5,-8.5,24,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-30,57,303.89,304.02,303.9,311.0,-7.1,26,3988.00,-61,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-07-31,58,303.89,303.89,303.9,309.4,-5.5,24,3988.00,-60,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-01,59,302.77,303.89,303.2,307.9,-4.7,27,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-02,60,302.77,302.77,302.8,306.3,-3.5,24,3988.00,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-03,61,302.77,302.77,302.8,304.8,-2.0,24,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-04,62,302.77,302.77,302.8,303.2,-0.4,24,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-05,63,302.77,302.77,302.8,301.7,1.1,25,3988.00,-63,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-06,64,290.52,302.77,291.3,300.1,-8.8,200,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-07,65,277.83,290.53,286.6,298.6,-12.0,65,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-08,66,277.74,277.83,277.8,297.0,-19.2,29,3988.00,-63,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-09,67,277.74,277.74,277.7,295.5,-17.8,24,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-10,68,277.74,277.74,277.7,293.9,-16.2,27,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-11,69,277.74,277.74,277.7,292.4,-14.7,28,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-12,70,277.74,277.74,277.7,290.8,-13.1,24,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-13,71,277.74,277.74,277.7,289.3,-11.6,24,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-14,72,277.74,277.74,277.7,287.7,-10.0,25,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-15,73,277.74,277.74,277.7,286.2,-8.5,24,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-16,74,277.74,277.74,277.7,284.7,-7.0,25,3988.00,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-17,75,277.74,277.74,277.7,283.1,-5.4,25,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-18,76,277.74,277.74,277.7,281.6,-3.9,26,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-19,77,277.74,277.74,277.7,280.0,-2.3,25,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-20,78,277.74,277.74,277.7,278.5,-0.8,25,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-21,79,277.74,277.74,277.7,276.9,0.8,24,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-22,80,277.74,277.74,277.7,275.4,2.3,25,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-23,81,277.74,277.74,277.7,273.8,3.9,28,3987.86,-63,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-24,82,277.74,277.74,277.7,272.3,5.4,25,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-25,83,277.74,277.74,277.7,270.7,7.0,24,3988.00,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-26,84,277.74,277.74,277.7,269.2,8.5,26,3988.00,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-27,85,277.74,277.74,277.7,267.6,10.1,24,3987.92,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-28,86,277.74,277.74,277.7,266.1,11.6,24,3988.00,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-29,87,277.74,277.74,277.7,264.5,13.2,24,3988.00,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-30,88,277.74,277.74,277.7,263.0,14.7,24,3987.83,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-08-31,89,277.74,277.74,277.7,261.4,16.3,26,3987.54,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-01,90,277.74,277.74,277.7,259.9,17.8,25,3987.04,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-02,91,277.74,277.74,277.7,258.4,19.3,24,3985.08,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-03,92,277.74,277.74,277.7,256.8,20.9,25,3986.60,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-04,93,277.74,277.74,277.7,255.3,22.4,26,3985.77,-64,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-05,94,277.74,277.74,277.7,253.7,24.0,25,3985.28,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-06,95,277.25,277.74,277.5,252.2,25.3,26,3983.85,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-07,96,277.25,277.25,277.3,250.6,26.7,28,3981.39,-71,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-08,97,277.25,277.25,277.3,249.1,28.2,24,3982.04,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-09,98,277.25,277.25,277.3,247.5,29.8,24,3979.96,-71,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-10,99,277.25,277.25,277.3,246.0,31.3,24,3980.00,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-11,100,266.34,277.25,270.1,244.4,25.7,25,3977.24,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-12,101,266.34,266.34,266.3,242.9,23.4,26,3976.31,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-13,102,266.34,266.34,266.3,241.3,25.0,24,3975.21,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-14,103,266.34,266.34,266.3,239.8,26.5,25,3971.88,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-15,104,266.18,266.34,266.2,238.2,28.0,28,3971.54,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-16,105,266.18,266.18,266.2,236.7,29.5,24,3970.46,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-17,106,266.07,266.18,266.1,235.1,31.0,28,3968.39,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-18,107,257.61,266.07,261.3,233.6,27.7,31,3965.06,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-19,108,257.62,257.62,257.6,232.1,25.5,28,3965.71,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-20,109,257.62,257.62,257.6,230.5,27.1,24,3965.83,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-21,110,257.62,257.62,257.6,229.0,28.6,25,3961.40,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-22,111,257.60,257.62,257.6,227.4,30.2,43,3957.93,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-23,112,257.61,257.62,257.6,225.9,31.7,46,3957.33,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-24,113,257.62,257.62,257.6,224.3,33.3,14,3956.07,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-25,114,257.62,257.62,257.6,222.8,34.8,16,3953.94,-72,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-26,115,257.62,257.62,257.6,221.2,36.4,25,3953.92,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-27,116,257.62,257.62,257.6,219.7,37.9,24,3950.21,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-28,117,257.62,257.62,257.6,218.1,39.5,25,3949.64,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-29,118,257.62,257.62,257.6,216.6,41.0,27,3947.93,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-09-30,119,257.62,257.62,257.6,215.0,42.6,31,3946.06,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-01,120,257.62,257.62,257.6,213.5,44.1,24,3948.25,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-02,121,257.62,257.62,257.6,211.9,45.7,30,3944.60,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-03,122,257.62,257.62,257.6,210.4,47.2,25,3941.92,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-04,123,257.62,257.62,257.6,208.9,48.7,26,3939.27,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-05,124,257.62,257.62,257.6,207.3,50.3,26,3940.85,-68,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-06,125,257.62,257.62,257.6,205.8,51.8,27,3937.41,-69,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-07,126,257.62,257.62,257.6,204.2,53.4,38,3936.82,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-08,127,257.62,257.62,257.6,202.7,54.9,32,3935.31,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-09,128,257.62,257.62,257.6,201.1,56.5,29,3933.76,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-10,129,228.53,257.62,239.0,199.6,39.4,37,3932.51,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-11,130,228.53,228.53,228.5,198.0,30.5,27,3932.56,-66,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-12,131,228.53,228.53,228.5,196.5,32.0,24,3930.25,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-13,132,228.53,228.53,228.5,194.9,33.6,27,3927.41,-67,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-14,133,228.53,228.53,228.5,193.4,35.1,25,3928.04,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-15,134,198.99,228.53,210.8,191.8,19.0,36,3925.81,-65,380.00,80.00,1.55,0.9310
1167,Kunde A,Regal OG,"ÖLFLEX® CLASSIC 110 7G1,5",1119307,2025-10-16,135,198.99,198.99,199.0,190.3,8.7,2769,3860.99,-68,380.00,80.00,1.55,0.9310
